epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,34.1036,1.14536,0.95672,0.99818,0.74876,0.75529,0.80637,0.59599,1.02487,0.83489,0.97816,0.00124509,0.00124509,0.00124509
15,36.1031,1.10646,0.88667,0.97734,0.92229,0.72359,0.84372,0.60811,1.01402,0.79471,0.97833,0.00123094,0.00123094,0.00123094
16,38.1274,1.37523,2.63238,1.13228,0.86437,0.75394,0.85192,0.61759,0.95505,0.73201,0.95187,0.00121679,0.00121679,0.00121679
17,40.1608,1.11337,0.85354,0.96436,0.92663,0.73589,0.85705,0.60652,1.03184,0.78659,0.97187,0.00120265,0.00120265,0.00120265
18,42.1947,1.11133,0.84051,0.96051,0.93946,0.73508,0.86099,0.63326,0.96254,0.73176,0.95722,0.0011885,0.0011885,0.0011885
19,44.2129,1.04211,0.83184,0.94375,0.9004,0.77496,0.87375,0.64266,0.96803,0.72772,0.96232,0.00117435,0.00117435,0.00117435
20,46.2688,1.04791,0.81954,0.95462,0.91265,0.7664,0.86647,0.64208,0.91205,0.69308,0.9443,0.00116021,0.00116021,0.00116021
21,48.3166,1.05548,0.82564,0.96982,0.91414,0.74664,0.83503,0.61443,0.93872,0.74019,0.95826,0.00114606,0.00114606,0.00114606
22,50.3197,1.01567,0.78878,0.9434,0.90822,0.76774,0.86002,0.62758,0.92388,0.7008,0.95201,0.00113191,0.00113191,0.00113191
23,52.3107,0.99813,0.78271,0.9431,0.90591,0.77064,0.88216,0.65516,0.91377,0.69411,0.94803,0.00111776,0.00111776,0.00111776
24,54.3157,1.05056,0.79865,0.96085,0.89889,0.80033,0.88997,0.66206,0.9497,0.69459,0.94116,0.00110362,0.00110362,0.00110362
25,56.3199,1.07367,0.79144,0.95024,0.88854,0.79216,0.88832,0.66968,0.88912,0.66977,0.92947,0.00108947,0.00108947,0.00108947
26,58.3428,1.04281,0.77007,0.9444,0.88435,0.81119,0.89728,0.67619,0.88055,0.65213,0.93603,0.00107532,0.00107532,0.00107532
27,60.321,0.98284,0.75535,0.9434,0.91759,0.80235,0.90283,0.68878,0.86635,0.63009,0.93019,0.00106118,0.00106118,0.00106118
28,62.3305,0.97868,0.72681,0.92772,0.94743,0.79112,0.90092,0.69329,0.84791,0.637,0.92333,0.00104703,0.00104703,0.00104703
29,64.3295,0.95488,0.74945,0.93662,0.93967,0.80417,0.90205,0.68027,0.88603,0.63968,0.92788,0.00103288,0.00103288,0.00103288
30,66.3297,0.95718,0.71422,0.93939,0.9456,0.79913,0.9081,0.69568,0.86444,0.60926,0.92883,0.00101873,0.00101873,0.00101873
31,68.3064,0.95143,0.72194,0.9359,0.90807,0.83238,0.91141,0.69466,0.84118,0.60739,0.92639,0.00100459,0.00100459,0.00100459
32,70.3364,0.95271,0.71458,0.93453,0.93183,0.81801,0.91449,0.70265,0.8314,0.59979,0.9198,0.00099044,0.00099044,0.00099044
33,72.3623,0.94931,0.70781,0.92912,0.91331,0.83697,0.91434,0.69978,0.80883,0.60789,0.91501,0.000976293,0.000976293,0.000976293
34,74.3489,0.97219,0.72365,0.9313,0.90998,0.83668,0.91029,0.70595,0.82157,0.6007,0.91889,0.000962146,0.000962146,0.000962146
35,76.3073,0.92686,0.69668,0.91335,0.92429,0.81562,0.90808,0.71229,0.7957,0.59525,0.91194,0.000947999,0.000947999,0.000947999
36,78.3126,0.92604,0.68415,0.90529,0.9341,0.83204,0.92048,0.70429,0.8303,0.58306,0.9196,0.000933851,0.000933851,0.000933851
37,80.2609,0.92336,0.67713,0.91794,0.93225,0.83691,0.92139,0.71463,0.80678,0.57202,0.91673,0.000919704,0.000919704,0.000919704
38,82.2514,0.91649,0.69879,0.93195,0.92646,0.8439,0.91997,0.73148,0.77738,0.5672,0.90758,0.000905557,0.000905557,0.000905557
39,84.2079,0.91497,0.66552,0.90294,0.94061,0.83822,0.92193,0.71946,0.78687,0.55882,0.90871,0.00089141,0.00089141,0.00089141
40,86.153,0.94456,0.67877,0.91248,0.94642,0.84597,0.92941,0.72658,0.7962,0.56016,0.90772,0.000877263,0.000877263,0.000877263
41,88.1238,0.89086,0.68277,0.91932,0.93776,0.85137,0.92653,0.71614,0.81486,0.57507,0.91271,0.000863116,0.000863116,0.000863116
42,90.1391,0.89786,0.66139,0.91166,0.92374,0.83677,0.91435,0.72134,0.78053,0.56756,0.89958,0.000848969,0.000848969,0.000848969
43,92.1379,0.92268,0.66898,0.90808,0.94736,0.82241,0.92227,0.73552,0.75203,0.56678,0.89965,0.000834822,0.000834822,0.000834822
44,94.1381,0.86316,0.63818,0.90853,0.92716,0.84655,0.92883,0.73793,0.77428,0.5626,0.90084,0.000820675,0.000820675,0.000820675
45,96.1397,0.85237,0.64195,0.90282,0.9194,0.85712,0.92692,0.7398,0.7638,0.55383,0.89715,0.000806528,0.000806528,0.000806528
46,98.2069,0.9219,0.66357,0.91302,0.93376,0.87148,0.93299,0.73555,0.78672,0.55091,0.90275,0.00079238,0.00079238,0.00079238
47,100.142,0.88991,0.67357,0.91828,0.94223,0.83019,0.92797,0.72947,0.79346,0.57223,0.90445,0.000778233,0.000778233,0.000778233
48,102.112,0.88237,0.6475,0.90217,0.92995,0.85637,0.93037,0.73045,0.78114,0.55709,0.89855,0.000764086,0.000764086,0.000764086
49,104.13,0.88953,0.65347,0.8981,0.94121,0.85982,0.93569,0.73544,0.75186,0.54241,0.89466,0.000749939,0.000749939,0.000749939
50,106.119,0.84612,0.62387,0.90482,0.9404,0.85456,0.93091,0.74696,0.76654,0.53379,0.89697,0.000735792,0.000735792,0.000735792
51,108.134,0.84911,0.62429,0.90038,0.93772,0.85513,0.93127,0.74783,0.73544,0.51562,0.88973,0.000721645,0.000721645,0.000721645
52,110.144,0.87442,0.62781,0.90018,0.93365,0.86104,0.93575,0.74014,0.76391,0.56025,0.90001,0.000707498,0.000707498,0.000707498
53,112.207,0.83715,0.61444,0.89285,0.94593,0.85635,0.93604,0.74528,0.74656,0.52632,0.89322,0.000693351,0.000693351,0.000693351
54,114.279,0.89432,0.64345,0.90733,0.93759,0.86818,0.93658,0.75056,0.75508,0.51257,0.89732,0.000679204,0.000679204,0.000679204
55,116.349,0.85163,0.6146,0.90065,0.95713,0.85191,0.93604,0.75273,0.73801,0.51138,0.8959,0.000665057,0.000665057,0.000665057
56,118.443,0.84254,0.60818,0.90706,0.95681,0.8621,0.93764,0.75401,0.74459,0.52451,0.89513,0.000650909,0.000650909,0.000650909
57,120.429,0.82538,0.60168,0.89095,0.95536,0.87137,0.94122,0.75316,0.74739,0.5126,0.89261,0.000636762,0.000636762,0.000636762
58,122.412,0.82791,0.60372,0.8896,0.95055,0.87333,0.94264,0.76651,0.70548,0.50344,0.88619,0.000622615,0.000622615,0.000622615
59,124.371,0.81014,0.58763,0.88576,0.94735,0.88375,0.9458,0.76603,0.73823,0.50384,0.88694,0.000608468,0.000608468,0.000608468
60,126.356,0.82685,0.59783,0.89191,0.95936,0.8648,0.94371,0.7738,0.70744,0.48581,0.88578,0.000594321,0.000594321,0.000594321
61,128.358,0.80825,0.5899,0.89614,0.95012,0.87328,0.94415,0.7654,0.70666,0.49408,0.88575,0.000580174,0.000580174,0.000580174
62,130.363,0.82202,0.57763,0.88841,0.94526,0.87452,0.94617,0.77351,0.70288,0.48023,0.8837,0.000566027,0.000566027,0.000566027
63,132.298,0.80045,0.57195,0.88207,0.94122,0.88529,0.94723,0.77465,0.69989,0.48509,0.88175,0.00055188,0.00055188,0.00055188
64,134.345,0.82307,0.58866,0.88834,0.9344,0.89646,0.94841,0.77967,0.69115,0.47781,0.87954,0.000537733,0.000537733,0.000537733
65,136.311,0.82627,0.57784,0.88472,0.95632,0.8859,0.94661,0.77896,0.69052,0.47484,0.87784,0.000523586,0.000523586,0.000523586
66,138.233,0.80518,0.57317,0.88066,0.93953,0.89953,0.95013,0.7731,0.70036,0.47559,0.87978,0.000509438,0.000509438,0.000509438
67,140.132,0.82071,0.57858,0.88598,0.96725,0.88964,0.94905,0.77748,0.71392,0.48418,0.88059,0.000495291,0.000495291,0.000495291
68,142.056,0.8062,0.57308,0.88285,0.95659,0.89503,0.95077,0.79353,0.66974,0.46919,0.87605,0.000481144,0.000481144,0.000481144
69,143.988,0.82704,0.59154,0.89675,0.95763,0.89868,0.94943,0.79046,0.66744,0.46527,0.87283,0.000466997,0.000466997,0.000466997
70,145.966,0.78198,0.56239,0.87688,0.95466,0.89827,0.94985,0.79055,0.66658,0.47772,0.87517,0.00045285,0.00045285,0.00045285
71,147.942,0.79138,0.56077,0.88668,0.94781,0.90248,0.95241,0.79131,0.67828,0.46844,0.87442,0.000438703,0.000438703,0.000438703
72,149.91,0.76247,0.55248,0.87236,0.9614,0.88338,0.95143,0.79252,0.66549,0.4618,0.87522,0.000424556,0.000424556,0.000424556
73,151.842,0.7671,0.54565,0.87568,0.95928,0.89102,0.95157,0.79455,0.65765,0.47278,0.87234,0.000410409,0.000410409,0.000410409
74,153.809,0.76163,0.55716,0.88124,0.96463,0.90702,0.95636,0.79747,0.66747,0.46689,0.87521,0.000396262,0.000396262,0.000396262
75,155.8,0.76817,0.55551,0.87874,0.95424,0.9032,0.9545,0.79994,0.6601,0.45895,0.87391,0.000382115,0.000382115,0.000382115
76,157.743,0.77613,0.54916,0.88366,0.9624,0.8975,0.95268,0.7944,0.66285,0.45837,0.87068,0.000367967,0.000367967,0.000367967
77,159.715,0.79679,0.56785,0.88942,0.96318,0.90242,0.95327,0.80215,0.65508,0.46015,0.86895,0.00035382,0.00035382,0.00035382
78,161.683,0.76208,0.55333,0.88226,0.96693,0.9037,0.95465,0.7937,0.67848,0.46016,0.8718,0.000339673,0.000339673,0.000339673
79,163.614,0.75326,0.5448,0.87307,0.96573,0.90018,0.95426,0.80372,0.65417,0.45615,0.86819,0.000325526,0.000325526,0.000325526
80,165.563,0.73609,0.54107,0.87389,0.96792,0.90169,0.95362,0.80124,0.65023,0.45029,0.86795,0.000311379,0.000311379,0.000311379
81,167.554,0.73831,0.53363,0.86504,0.96616,0.89838,0.95325,0.8035,0.65029,0.44599,0.86762,0.000297232,0.000297232,0.000297232
82,169.497,0.76306,0.54266,0.88659,0.95179,0.91541,0.95453,0.80306,0.64726,0.44665,0.86707,0.000283085,0.000283085,0.000283085
83,171.39,0.74138,0.54598,0.88866,0.963,0.90819,0.9552,0.80558,0.65549,0.44576,0.86726,0.000268938,0.000268938,0.000268938
84,173.317,0.7614,0.53009,0.86501,0.96758,0.90112,0.95529,0.80752,0.62952,0.4325,0.86449,0.000254791,0.000254791,0.000254791
85,175.243,0.75244,0.5268,0.87023,0.96464,0.90814,0.95575,0.80564,0.6323,0.43889,0.86327,0.000240644,0.000240644,0.000240644
86,177.293,0.73579,0.53341,0.86679,0.96807,0.90804,0.95668,0.81212,0.62941,0.4313,0.86345,0.000226497,0.000226497,0.000226497
87,179.211,0.72723,0.52203,0.87188,0.96715,0.90298,0.95651,0.81154,0.63986,0.44053,0.86321,0.000212349,0.000212349,0.000212349
88,181.189,0.76561,0.54018,0.87412,0.96139,0.90413,0.95622,0.81125,0.62695,0.43645,0.86304,0.000198202,0.000198202,0.000198202
89,183.088,0.72626,0.52328,0.86819,0.96972,0.91263,0.95756,0.81527,0.62943,0.43889,0.86274,0.000184055,0.000184055,0.000184055
90,185.033,0.72762,0.53485,0.87052,0.97761,0.90439,0.95742,0.81726,0.61993,0.42749,0.86077,0.000169908,0.000169908,0.000169908
91,187.713,0.78289,0.60975,0.86855,0.96937,0.90802,0.95672,0.80888,0.64259,0.44508,0.86173,0.000155761,0.000155761,0.000155761
92,189.911,0.75542,0.57396,0.87598,0.96648,0.90321,0.954,0.8084,0.64219,0.44594,0.86305,0.000141614,0.000141614,0.000141614
93,191.8,0.74367,0.55663,0.87101,0.96405,0.90484,0.95432,0.80938,0.63199,0.44026,0.86284,0.000127467,0.000127467,0.000127467
94,193.679,0.71463,0.52472,0.86301,0.96299,0.91077,0.95547,0.80508,0.63436,0.44533,0.86241,0.00011332,0.00011332,0.00011332
95,195.543,0.71891,0.53395,0.86484,0.96372,0.90923,0.95562,0.80495,0.63332,0.44179,0.86129,9.91726e-05,9.91726e-05,9.91726e-05
96,197.427,0.72806,0.52381,0.86061,0.96579,0.91062,0.95831,0.81163,0.63206,0.44128,0.86021,8.50255e-05,8.50255e-05,8.50255e-05
97,199.288,0.77719,0.54258,0.87057,0.96022,0.91638,0.95821,0.80775,0.63892,0.4438,0.86096,7.08784e-05,7.08784e-05,7.08784e-05
98,201.184,0.77307,0.53955,0.86498,0.96159,0.91236,0.95828,0.80926,0.62906,0.43937,0.86004,5.67313e-05,5.67313e-05,5.67313e-05
99,203.058,0.69766,0.51202,0.85947,0.96556,0.91061,0.95849,0.80951,0.62541,0.43594,0.85977,4.25842e-05,4.25842e-05,4.25842e-05
100,204.977,0.74717,0.533,0.85978,0.97101,0.90894,0.95754,0.80914,0.62564,0.43652,0.86003,2.84371e-05,2.84371e-05,2.84371e-05
